"druga","drugb","weight"
"620","981","2"
"8788","9929","2"
"630","687","2"
"628","745","3"
"539","3511","2"
"630","691","2"
"630","692","2"
"375","1224","2"
"16645","28527","2"
"420","7225","3"
"420","7226","2"
"123","1729","2"
"630","720","2"
"375","628","2"
"372","8727","2"
"378","1046","3"
"633","671","2"
"495","4977","2"
"495","4978","2"
"495","4979","2"
"573","2562","2"
"248","399","4"
"242","283","2"
"253","1785","2"
"172","1996","2"
"633","747","2"
"633","749","2"
"474","1224","2"
"82","267","2"
"630","881","2"
"218","3505","2"
"174","829","2"
"99","520","2"
"453","6384","2"
"620","1208","2"
"267","687","4"
"133","569","2"
"140","706","2"
"547","3493","2"
"220","1853","2"
"119","657","2"
"14","520","3"
"628","990","3"
"253","1745","2"
"133","3313","2"
"136","865","2"
"558","3184","2"
"375","990","3"
"431","2770","2"
"346","9782","4"
"410","7808","2"
"620","1305","3"
"640","692","2"
"628","1076","3"
"621","1294","2"
"253","620","2"
"135","621","2"
"172","179","2"
"133","1224","2"
"143","4209","2"
"431","7221","2"
"630","1054","2"
"2254","16255","3"
"2338","13666","2"
"2338","13667","2"
"641","755","2"
"631","1046","2"
"553","3493","2"
"608","1789","2"
"6376","7832","2"
"431","520","2"
"621","1421","2"
"96","3505","2"
"172","474","3"
"365","9375","4"
"620","1472","2"
"18","1224","2"
"119","179","14"
"628","1224","2"
"174","5445","2"
"174","5311","2"
"620","1497","8"
"629","1220","2"
"125","558","3"
"120","172","2"
"630","1205","2"
"144","1224","2"
"510","4952","2"
"630","1231","2"
"629","1278","2"
"522","4602","2"
"119","628","2"
"631","1231","2"
"118","1391","4"
"60","620","3"
"629","1320","4"
"346","10100","4"
"650","685","2"
"172","628","2"
"8360","9119","4"
"1729","30840","2"
"174","4881","2"
"641","990","3"
"218","14103","2"
"30","431","2"
"248","8902","2"
"31","413","2"
"220","372","3"
"2119","20739","3"
"2119","20740","3"
"2119","20743","3"
"60","131","2"
"650","762","2"
"641","1046","2"
"650","777","4"
"172","375","2"
"144","16475","2"
"2293","15400","4"
"174","3489","2"
"628","1513","5"
"60","212","3"
"251","646","2"
"60","602","3"
"25","119","2"
"645","1004","2"
"120","628","2"
"645","1007","2"
"620","1785","4"
"608","2157","2"
"633","1384","2"
"141","16638","4"
"620","1800","3"
"620","1803","3"
"601","2391","2"
"621","1785","3"
"172","828","2"
"645","1046","2"
"60","4656","3"
"120","1224","2"
"143","706","2"
"620","1853","3"
"520","4952","2"
"125","372","2"
"657","721","2"
"656","753","2"
"372","1695","2"
"82","235","3"
"1875","28527","2"
"461","6827","4"
"123","17306","2"
"641","1263","2"
"650","987","2"
"147","474","2"
"242","13666","2"
"242","13667","2"
"2673","3848","2"
"659","754","2"
"650","1036","2"
"4209","5311","2"
"143","16761","2"
"119","3313","3"
"1853","14073","2"
"607","2390","2"
"453","7166","3"
"609","2338","2"
"144","467","7"
"641","1353","2"
"99","2770","2"
"653","1004","2"
"166","1224","2"
"653","1007","2"
"617","2132","2"
"162","16255","3"
"2614","5779","4"
"630","1745","2"
"645","1292","2"
"631","1729","2"
"444","7540","5"
"188","15474","2"
"620","2067","3"
"645","1323","2"
"479","1622","2"
"630","1794","2"
"60","168","3"
"364","10051","2"
"364","10053","2"
"620","2131","2"
"2614","5854","4"
"6324","9038","2"
"147","1224","2"
"131","467","2"
"174","4209","4"
"2","413","3"
"147","179","2"
"267","1800","3"
"4514","12542","5"
"630","1880","2"
"520","5294","2"
"431","557","2"
"627","1996","2"
"620","2213","2"
"200","15228","2"
"14","21005","2"
"662","940","2"
"605","2710","2"
"671","672","9"
"630","1943","2"
"657","1116","2"
"657","1117","2"
"605","2727","2"
"605","2732","2"
"641","1617","3"
"628","948","2"
"620","2286","2"
"620","2288","4"
"620","2289","2"
"657","1145","2"
"620","2293","4"
"6324","6855","2"
"149","431","2"
"508","5775","2"
"172","1317","3"
"4209","6547","2"
"469","999","2"
"620","2316","4"
"25","1853","2"
"671","747","7"
"671","749","9"
"620","2336","5"
"52","1034","2"
"653","1323","2"
"605","2815","2"
"13","1269","2"
"230","14447","3"
"672","747","13"
"672","749","14"
"510","5775","2"
"172","16255","3"
"520","5468","2"
"94","2022","3"
"30","168","2"
"238","366","6"
"510","5796","8"
"657","1251","2"
"30","602","2"
"144","149","6"
"520","2278","2"
"200","216","2"
"667","979","4"
"667","990","6"
"2593","6827","3"
"609","2796","2"
"630","2147","4"
"4209","5445","2"
"174","8551","2"
"30","60","3"
"153","2770","2"
"144","431","2"
"510","773","2"
"76","90","6"
"444","1090","4"
"510","5949","4"
"145","248","3"
"143","2808","5"
"620","2558","2"
"469","7240","2"
"628","2316","2"
"94","2770","2"
"218","332","3"
"4631","5034","2"
"633","2195","2"
"201","1729","2"
"179","1224","2"
"631","2264","2"
"220","1317","3"
"646","1811","2"
"671","1042","2"
"168","16638","4"
"293","12780","2"
"293","12781","2"
"293","12782","2"
"147","17306","2"
"8323","25996","3"
"444","479","2"
"493","6590","2"
"174","1278","2"
"94","268","3"
"31","4656","2"
"662","1393","2"
"620","1158","2"
"558","4628","3"
"332","469","3"
"520","896","2"
"2710","3493","2"
"3926","31131","2"
"172","16645","2"
"372","1800","3"
"620","2760","2"
"216","235","3"
"640","2147","2"
"609","3108","3"
"628","2523","2"
"685","753","2"
"218","708","2"
"94","948","2"
"685","777","7"
"366","540","2"
"657","1695","2"
"69","2159","3"
"487","1405","2"
"82","220","3"
"520","5949","4"
"646","2067","2"
"629","2601","2"
"2694","4125","2"
"450","8158","9"
"430","5211","2"
"54","4695","3"
"169","235","2"
"123","364","2"
"218","326","2"
"119","2159","3"
"469","943","2"
"4209","8551","2"
"77","90","2"
"2178","2620","3"
"671","1384","2"
"4722","6884","2"
"605","3445","2"
"605","3447","2"
"620","2985","2"
"2620","4261","2"
"692","773","2"
"2451","3926","2"
"605","3493","4"
"94","427","2"
"421","694","2"
"692","810","3"
"469","708","7"
"31","3923","3"
"630","2760","5"
"607","3473","2"
"617","3172","2"
"641","2465","2"
"378","608","2"
"692","881","2"
"620","3125","2"
"617","3224","2"
"620","3146","3"
"200","239","3"
"185","16638","4"
"200","16130","2"
"153","431","2"
"172","216","2"
"223","15474","2"
"82","745","2"
"2482","9283","2"
"539","3612","4"
"520","927","2"
"82","378","3"
"149","602","2"
"2690","4576","2"
"155","235","3"
"521","6290","2"
"181","557","2"
"123","326","2"
"380","408","2"
"20","133","2"
"144","2276","2"
"2727","3493","2"
"2293","16948","4"
"2293","16949","4"
"2293","16950","4"
"2482","3846","2"
"89","1034","2"
"218","364","2"
"216","608","2"
"52","216","2"
"144","694","2"
"155","169","4"
"82","119","2"
"51","82","3"
"8292","9711","2"
"706","707","2"
"706","725","4"
"25","745","2"
"677","1655","2"
"168","602","2"
"629","3150","3"
"2732","3493","2"
"144","18193","2"
"12","133","3"
"656","2336","2"
"267","710","2"
"136","18468","2"
"502","1453","2"
"12","171","2"
"708","751","2"
"708","753","4"
"2178","4261","2"
"1655","31590","4"
"94","694","2"
"421","628","2"
"609","3850","2"
"249","312","2"
"444","725","2"
"563","5294","2"
"455","520","2"
"692","1316","3"
"267","1630","2"
"633","3174","3"
"94","1745","3"
"2482","6449","2"
"162","221","2"
"200","521","3"
"65","20567","2"
"218","692","2"
"94","19938","2"
"96","375","2"
"8902","9038","2"
"262","12844","2"
"144","8941","2"
"94","251","2"
"677","1889","2"
"617","1472","2"
"200","16682","2"
"326","692","2"
"2631","4323","4"
"349","621","3"
"267","617","2"
"249","3735","2"
"51","1655","4"
"6827","7911","4"
"52","218","2"
"131","745","2"
"444","2178","2"
"444","4261","2"
"98","19938","4"
"521","6827","3"
"31","12844","2"
"671","2195","5"
"706","1112","5"
"52","69","3"
"672","2195","4"
"707","1112","2"
"267","557","2"
"94","421","5"
"687","1745","2"
"444","2847","2"
"94","241","2"
"141","4323","4"
"502","2466","2"
"2620","6932","2"
"51","21512","2"
"51","21513","2"
"31","200","3"
"51","4323","4"
"605","4368","2"
"605","4370","2"
"126","6827","6"
"312","3735","2"
"268","975","2"
"238","375","2"
"444","4242","2"
"467","8683","2"
"2178","2847","3"
"33","408","2"
"156","566","4"
"573","881","2"
"8902","9410","2"
"628","3776","2"
"64","372","2"
"82","628","2"
"629","3776","2"
"521","7125","2"
"400","2117","2"
"76","20567","2"
"312","13666","2"
"312","13667","2"
"721","990","3"
"728","777","2"
"40","785","2"
"51","238","4"
"194","4774","3"
"216","364","2"
"20","367","2"
"33","810","2"
"6827","8311","4"
"430","10051","4"
"430","10053","4"
"628","3926","2"
"176","921","2"
"487","8292","2"
"444","2620","2"
"141","1655","4"
"706","1532","5"
"725","948","4"
"725","956","2"
"725","959","5"
"156","267","2"
"687","2147","2"
"53","69","3"
"64","144","3"
"176","239","2"
"31","559","2"
"372","1785","2"
"27","64","3"
"725","1006","6"
"2601","8402","2"
"2601","8403","2"
"2601","8404","2"
"2601","8405","2"
"2601","8406","4"
"2601","8407","4"
"2601","8401","2"
"728","943","4"
"469","4125","4"
"224","16593","2"
"238","415","9"
"64","21576","2"
"692","2117","2"
"64","21575","2"
"119","1745","4"
"2620","2847","3"
"725","1112","5"
"453","9550","3"
"376","1502","2"
"251","1455","2"
"539","6894","2"
"267","1472","2"
"375","1410","2"
"181","1005","2"
"710","1630","3"
"680","2562","2"
"426","4774","3"
"82","408","3"
"120","19938","2"
"76","400","2"
"165","418","2"
"657","3313","2"
"519","6827","4"
"220","408","2"
"129","990","2"
"725","1246","2"
"144","2424","2"
"408","4774","3"
"51","1068","4"
"721","1420","2"
"156","620","2"
"708","1847","3"
"408","426","2"
"2424","6827","3"
"602","2082","2"
"39","1717","2"
"745","753","3"
"227","349","2"
"620","4638","2"
"90","975","3"
"98","1736","3"
"66","522","2"
"326","421","2"
"276","6827","4"
"155","566","2"
"376","2654","2"
"747","749","29"
"94","21005","4"
"144","156","3"
"747","793","2"
"708","2013","2"
"377","4774","3"
"64","2289","2"
"13","147","3"
"378","4774","3"
"220","4774","3"
"168","266","2"
"68","376","2"
"13","1455","2"
"469","2694","2"
"750","773","2"
"495","8683","2"
"2289","6827","4"
"751","753","3"
"745","943","4"
"687","2760","2"
"98","21005","2"
"746","940","2"
"239","921","3"
"14","216","4"
"745","948","2"
"753","767","2"
"126","4275","2"
"753","777","5"
"602","5468","2"
"2178","6932","2"
"728","1576","2"
"400","573","2"
"51","22574","4"
"751","889","2"
"751","894","2"
"749","956","2"
"155","267","2"
"706","2278","2"
"20","779","2"
"747","1042","3"
"753","861","2"
"617","5077","2"
"751","926","2"
"539","3506","2"
"692","2760","2"
"753","891","2"
"400","810","2"
"119","1046","2"
"754","868","3"
"2796","3108","2"
"376","5339","2"
"749","1042","3"
"444","10498","2"
"754","892","2"
"751","987","2"
"753","940","4"
"708","2336","2"
"155","4774","3"
"156","349","5"
"168","181","2"
"235","4774","3"
"119","522","2"
"40","68","2"
"147","1046","3"
"751","1046","3"
"753","987","2"
"295","1159","2"
"721","1982","2"
"706","2455","3"
"136","5077","2"
"344","5558","4"
"754","979","3"
"242","4774","3"
"703","2601","2"
"400","5339","2"
"14","758","2"
"96","5510","2"
"746","1293","2"
"620","5200","2"
"746","1305","2"
"620","5211","2"
"753","1095","2"
"753","1106","2"
"218","3506","2"
"720","2147","2"
"253","878","2"
"69","400","2"
"753","1145","4"
"15","372","2"
"140","9420","2"
"578","6592","3"
"76","1455","3"
"746","1393","2"
"31","136","2"
"747","1384","2"
"96","3612","10"
"165","520","3"
"119","975","3"
"94","123","3"
"761","990","3"
"745","1497","5"
"262","16475","2"
"749","1384","3"
"284","4774","3"
"239","1800","3"
"418","1364","2"
"165","1364","2"
"140","6934","3"
"770","771","2"
"31","1736","2"
"745","1549","2"
"133","6827","3"
"165","421","3"
"753","1305","3"
"671","3848","2"
"725","2178","3"
"136","140","11"
"51","1135","2"
"758","1164","2"
"186","3506","2"
"383","1488","2"
"76","810","2"
"133","273","2"
"373","415","4"
"376","6827","3"
"76","608","5"
"349","1637","2"
"721","2354","2"
"376","810","2"
"754","1346","2"
"144","573","2"
"6854","8902","6"
"144","810","2"
"754","1405","2"
"774","787","2"
"400","2654","2"
"754","1421","3"
"502","1736","2"
"6855","8902","2"
"238","1315","2"
"94","367","4"
"262","400","2"
"771","924","4"
"140","1768","2"
"754","1467","2"
"349","6764","2"
"123","1135","2"
"268","2849","2"
"14","2482","2"
"418","1030","3"
"165","1800","2"
"777","787","2"
"745","1785","3"
"773","926","3"
"745","1803","2"
"349","1991","2"
"725","2428","4"
"617","5780","2"
"94","1492","2"
"238","3506","2"
"774","923","2"
"767","1145","3"
"4275","6827","3"
"2713","6370","3"
"758","1450","2"
"605","6193","2"
"745","1853","3"
"678","777","2"
"13","31","2"
"20","1129","2"
"662","4457","2"
"777","891","2"
"605","6229","2"
"2796","3850","2"
"553","7857","2"
"767","1251","2"
"119","239","2"
"119","1455","2"
"773","1101","3"
"773","1104","2"
"751","1785","2"
"777","987","3"
"40","400","2"
"655","4774","3"
"720","2760","2"
"82","4774","3"
"773","1120","2"
"745","1996","3"
"745","1997","3"
"376","400","4"
"725","2620","3"
"376","573","2"
"763","1457","2"
"31","502","3"
"773","1157","2"
"346","14416","4"
"14","4209","2"
"176","1736","3"
"6827","10119","3"
"123","640","2"
"218","640","2"
"773","1204","3"
"136","6934","2"
"76","1502","2"
"758","1682","4"
"753","1135","2"
"758","1694","2"
"753","1853","2"
"2713","6628","3"
"2150","24081","2"
"2815","3493","2"
"777","1141","3"
"399","12844","2"
"94","22332","2"
"376","2117","2"
"469","5458","3"
"609","6384","2"
"777","1175","2"
"235","408","2"
"621","4656","2"
"239","2849","2"
"216","475","2"
"747","2163","4"
"725","2847","3"
"239","2172","2"
"143","399","2"
"777","1259","2"
"325","15273","3"
"747","2195","3"
"640","1143","2"
"770","1482","4"
"13","1736","3"
"770","1490","3"
"98","22332","4"
"779","1224","2"
"787","979","2"
"400","1502","2"
"749","2163","2"
"599","6827","4"
"136","476","3"
"787","1004","2"
"787","1007","2"
"94","758","2"
"133","376","2"
"745","2316","3"
"749","2195","5"
"772","1482","4"
"773","1455","3"
"217","1315","2"
"13","502","3"
"777","1353","2"
"14","268","2"
"267","708","3"
"94","2849","2"
"218","1135","2"
"136","1768","2"
"602","6827","3"
"787","1103","4"
"777","1422","2"
"777","1451","2"
"777","1464","2"
"787","1164","2"
"787","1175","3"
"773","1610","2"
"747","2419","2"
"77","1455","2"
"129","273","2"
"12","25228","2"
"372","14073","3"
"753","2267","2"
"751","2336","2"
"753","2286","2"
"753","2288","2"
"753","2289","2"
"721","3283","2"
"754","2264","3"
"366","605","2"
"43","24318","2"
"773","1693","2"
"335","15273","3"
"14","25228","2"
"753","2336","4"
"605","1152","2"
"672","4875","2"
"787","1323","2"
"418","9445","2"
"129","200","2"
"68","400","2"
"131","143","2"
"2841","3198","2"
"129","640","7"
"476","1410","3"
"753","2419","2"
"243","282","2"
"800","979","2"
"372","1046","2"
"763","2132","5"
"96","3506","2"
"366","415","5"
"678","4774","3"
"800","1007","2"
"372","779","3"
"147","173","2"
"753","2520","2"
"708","3943","2"
"777","1805","2"
"15","235","2"
"73","2336","2"
"165","3987","2"
"372","380","2"
"282","3174","2"
"364","1135","2"
"69","810","2"
"2738","6625","2"
"747","2813","2"
"9004","9005","2"
"556","640","2"
"123","261","2"
"165","1007","2"
"96","1315","2"
"303","16638","4"
"708","4089","4"
"609","7166","3"
"779","1853","2"
"120","22332","2"
"617","6934","2"
"366","373","8"
"73","620","2"
"162","3319","2"
"200","19938","2"
"763","2509","2"
"520","1007","2"
"753","2833","2"
"60","24318","2"
"2408","3055","2"
"267","732","2"
"60","486","2"
"119","5876","3"
"196","3853","2"
"140","360","4"
"216","3612","3"
"373","3506","2"
"248","421","3"
"73","987","3"
"20","235","2"
"144","295","2"
"162","3121","2"
"746","3184","2"
"262","18193","2"
"81","162","2"
"749","3131","2"
"90","136","5"
"15","20","2"
"2147","25344","2"
"2326","2408","2"
"2428","16638","4"
"415","476","3"
"787","1996","2"
"446","1096","2"
"162","262","3"
"200","894","2"
"630","6884","2"
"76","412","3"
"81","3612","2"
"63","162","2"
"732","1112","3"
"777","2361","2"
"261","6894","3"
"200","1351","2"
"77","24081","4"
"708","4523","4"
"787","2082","2"
"777","2411","2"
"98","9445","2"
"550","9481","2"
"40","3564","2"
"28","31","2"
"43","25228","4"
"80","24081","2"
"2512","6854","5"
"13","520","2"
"267","11419","2"
"829","903","2"
"777","2520","4"
"218","19851","2"
"712","4540","2"
"810","1502","2"
"482","3031","2"
"2477","8929","2"
"2238","6324","4"
"774","2649","2"
"747","3487","9"
"2238","2512","6"
"2547","13237","3"
"165","646","2"
"774","2679","2"
"155","962","2"
"421","921","5"
"133","20429","2"
"13","191","5"
"749","3487","9"
"133","1472","2"
"732","1697","2"
"725","4261","3"
"200","2772","2"
"366","3612","2"
"248","1293","2"
"14","667","2"
"364","15474","4"
"2238","8902","4"
"119","295","2"
"837","838","2"
"123","408","2"
"360","415","2"
"2238","6854","4"
"732","956","3"
"64","76","3"
"399","14447","3"
"338","3636","2"
"123","868","2"
"2810","5267","2"
"144","1472","2"
"633","7225","3"
"633","7226","2"
"646","6827","2"
"4882","6592","3"
"787","2466","3"
"785","2528","2"
"800","2067","2"
"28","1251","3"
"617","7756","2"
"828","1224","2"
"18","239","2"
"216","1100","2"
"140","22574","4"
"94","569","2"
"51","373","3"
"51","5458","3"
"191","520","2"
"40","65","2"
"76","295","3"
"777","2878","2"
"786","2601","2"
"836","1054","2"
"751","3690","2"
"142","22574","4"
"2","1943","3"
"2847","4261","2"
"261","372","2"
"267","1697","2"
"76","125","5"
"96","605","2"
"605","2270","4"
"836","1141","2"
"154","3564","2"
"687","5775","2"
"840","1062","2"
"338","4695","3"
"2150","25996","3"
"777","3033","2"
"810","2022","2"
"98","239","2"
"136","143","6"
"247","2477","2"
"2512","6324","4"
"65","1943","3"
"31","1251","4"
"60","25344","2"
"402","3570","2"
"708","5263","4"
"810","2117","3"
"378","462","2"
"144","7543","2"
"659","6827","10"
"268","1007","4"
"238","3612","2"
"51","2270","4"
"133","3470","2"
"605","8547","2"
"605","8548","2"
"605","8549","2"
"605","8550","2"
"605","8551","2"
"605","8552","2"
"605","8554","2"
"605","8555","2"
"605","8556","2"
"605","8553","2"
"840","1278","2"
"1943","21449","3"
"754","3934","2"
"777","3245","2"
"271","412","2"
"262","3470","2"
"6827","12321","3"
"408","14704","2"
"408","14705","2"
"69","25228","2"
"746","4243","3"
"751","4089","2"
"51","605","5"
"753","4089","2"
"2512","8902","4"
"82","1943","3"
"2796","6384","2"
"269","1992","2"
"746","4457","2"
"753","4243","3"
"133","3564","2"
"745","4506","2"
"754","4235","2"
"94","165","3"
"671","6833","2"
"65","200","3"
"31","1943","3"
"810","2562","2"
"725","5200","2"
"861","987","3"
"453","13666","2"
"453","13667","2"
"453","13665","2"
"196","1943","3"
"777","3620","2"
"360","476","2"
"65","82","2"
"82","25228","2"
"370","373","2"
"248","1943","3"
"777","2158","3"
"751","4523","2"
"829","2119","4"
"773","3859","2"
"159","747","3"
"4966","4981","2"
"753","4523","2"
"2547","14447","9"
"230","20739","3"
"230","20740","3"
"230","20743","3"
"31","129","2"
"629","8406","2"
"629","8407","2"
"864","1167","2"
"360","2267","2"
"200","248","3"
"770","4148","4"
"876","877","8"
"751","4774","3"
"810","2372","2"
"772","4148","2"
"469","2240","2"
"147","2646","2"
"747","4961","2"
"134","24081","2"
"53","57","4"
"2796","7166","2"
"878","1103","2"
"449","556","9"
"139","6085","2"
"139","4141","2"
"225","467","5"
"502","1320","4"
"800","3570","2"
"349","1806","2"
"77","25996","6"
"77","25997","2"
"4952","5949","2"
"28","267","2"
"96","446","2"
"417","15474","2"
"14","1419","2"
"14","28","2"
"609","9550","3"
"522","629","2"
"139","4430","2"
"57","133","2"
"80","25996","3"
"502","2772","5"
"774","4506","2"
"861","1820","3"
"631","8954","2"
"493","13234","3"
"840","2482","2"
"200","22332","2"
"262","20429","2"
"891","940","2"
"145","24081","2"
"102","449","9"
"2372","3389","2"
"620","2372","2"
"143","2240","2"
"278","2800","3"
"332","2240","2"
"842","2547","3"
"143","3512","2"
"13","522","2"
"425","3095","2"
"895","940","2"
"615","2240","2"
"191","198","2"
"896","952","2"
"131","1018","3"
"2240","3512","2"
"211","267","2"
"278","13467","3"
"13","629","2"
"891","1145","2"
"326","520","9"
"246","657","2"
"881","1487","3"
"142","22068","2"
"502","11058","2"
"502","1180","10"
"135","349","2"
"2372","6830","2"
"751","5588","2"
"139","17551","2"
"349","3016","2"
"139","4280","2"
"241","721","2"
"2240","5696","2"
"57","810","3"
"102","556","9"
"829","3225","2"
"144","1034","2"
"425","721","2"
"216","520","3"
"140","1180","2"
"238","1097","2"
"360","4125","2"
"73","156","7"
"278","470","3"
"629","1513","3"
"366","476","2"
"2372","8316","2"
"761","5444","2"
"372","5569","2"
"425","990","4"
"90","164","3"
"119","1730","2"
"278","1945","3"
"140","1320","2"
"119","211","2"
"216","1097","2"
"120","425","3"
"133","3686","2"
"895","1393","2"
"372","5366","2"
"877","1959","2"
"749","5928","2"
"140","502","2"
"26","147","2"
"2562","15273","2"
"80","2372","2"
"425","1472","2"
"278","279","3"
"28","372","4"
"65","1997","2"
"60","326","3"
"139","4605","2"
"241","425","2"
"2372","3086","2"
"147","8202","2"
"51","1097","2"
"89","154","2"
"162","21526","2"
"133","6989","2"
"248","469","2"
"119","2372","2"
"842","3184","2"
"96","1790","2"
"191","2072","6"
"150","357","2"
"6324","29883","2"
"869","2385","2"
"840","3283","2"
"6827","14308","3"
"415","3612","3"
"267","8202","2"
"278","1245","3"
"140","941","2"
"37","278","3"
"725","6932","2"
"357","770","2"
"4209","30020","2"
"357","601","2"
"147","357","2"
"28","620","2"
"139","8867","2"
"140","2772","2"
"421","1030","2"
"840","3446","3"
"33","2372","2"
"84","2372","2"
"706","1068","2"
"68","27413","2"
"921","990","3"
"76","21526","2"
"921","1007","4"
"133","7103","3"
"145","979","3"
"51","1419","2"
"200","1007","5"
"498","935","2"
"82","935","2"
"142","1532","2"
"899","1721","3"
"372","2333","2"
"149","253","2"
"896","1853","2"
"276","8202","2"
"144","211","2"
"2847","6932","2"
"191","521","4"
"877","2489","20"
"926","979","3"
"921","1143","3"
"921","1144","2"
"144","25228","2"
"2877","6065","4"
"357","1074","2"
"921","1180","2"
"2887","5775","2"
"267","763","2"
"139","912","2"
"76","27413","2"
"785","5444","3"
"131","1419","2"
"930","990","2"
"758","6324","2"
"162","278","3"
"930","1004","2"
"51","52","2"
"930","1007","2"
"2372","8159","2"
"186","1097","2"
"141","2278","4"
"73","372","2"
"89","810","3"
"829","4209","2"
"14","73","5"
"133","1054","2"
"123","2468","2"
"98","1488","2"
"924","1318","4"
"777","5890","3"
"367","3031","2"
"14","156","7"
"154","25228","2"
"1502","36889","2"
"930","1208","2"
"894","2336","2"
"123","1054","2"
"143","1112","2"
"267","276","2"
"51","776","2"
"825","4514","3"
"940","956","2"
"751","6827","5"
"894","2391","2"
"903","2119","2"
"25517","25519","2"
"25517","25518","2"
"937","1076","2"
"924","1482","3"
"620","10911","2"
"134","25996","3"
"930","1323","2"
"166","3067","2"
"40","251","2"
"777","6094","2"
"703","8406","2"
"703","8407","2"
"13","176","3"
"561","12844","2"
"218","270","2"
"225","284","2"
"921","1728","2"
"940","1145","3"
"51","28710","2"
"940","1135","2"
"346","687","2"
"14","21526","2"
"948","959","4"
"921","1800","2"
"467","486","2"
"520","14249","2"
"144","486","2"
"948","1006","4"
"943","1179","2"
"140","1112","4"
"566","6999","2"
"940","1293","2"
"940","1305","2"
"905","2391","3"
"414","3432","2"
"425","17306","2"
"145","25996","3"
"921","1944","2"
"482","520","2"
"948","1129","2"
"940","1393","4"
"938","1467","2"
"94","4628","2"
"743","7522","4"
"630","11024","2"
"930","1729","2"
"840","4540","2"
"143","1630","2"
"57","154","2"
"592","6999","2"
"143","1218","3"
"367","728","3"
"943","1405","2"
"360","6934","2"
"316","2337","2"
"119","410","2"
"142","1068","3"
"51","410","3"
"467","5906","2"
"125","241","2"
"2796","9550","2"
"91","143","4"
"69","592","2"
"99","26316","4"
"136","9295","2"
"43","225","4"
"51","471","3"
"959","1006","4"
"13","1179","2"
"372","687","3"
"956","1112","10"
"357","776","2"
"410","471","2"
"191","311","2"
"923","2159","3"
"216","1293","2"
"3976","38610","2"
"53","6999","2"
"2948","4952","2"
"144","264","2"
"948","1453","2"
"211","1513","2"
"164","1682","2"
"69","6999","4"
"43","1104","2"
"751","1619","2"
"2614","15400","4"
"98","367","2"
"90","6999","2"
"69","90","2"
"5938","27517","2"
"829","5267","2"
"469","9295","2"
"52","6999","2"
"164","6999","4"
"263","482","2"
"33","94","2"
"145","1316","2"
"51","3329","2"
"921","2466","3"
"943","1785","2"
"31","1619","2"
"956","1393","2"
"510","15228","4"
"144","246","3"
"80","131","4"
"493","6999","2"
"3407","38389","2"
"367","1179","2"
"99","5654","4"
"3976","38613","2"
"52","566","2"
"246","253","2"
"164","592","2"
"101","1410","2"
"9449","38613","2"
"225","486","2"
"836","5200","2"
"3976","38611","2"
"5938","38611","2"
"469","16593","2"
"248","881","2"
"31","10901","2"
"140","10901","2"
"82","191","3"
"3976","27517","2"
"896","3407","2"
"5048","5775","2"
"753","7857","2"
"974","1007","2"
"777","7109","2"
"20","225","2"
"164","493","2"
"905","3174","3"
"43","264","2"
"282","3407","2"
"119","27517","2"
"99","4761","4"
"143","6934","2"
"270","326","2"
"99","712","4"
"144","5906","2"
"248","810","2"
"420","692","2"
"264","3407","2"
"469","16761","2"
"218","235","2"
"502","522","2"
"30","248","2"
"241","414","2"
"956","1697","3"
"5938","38613","2"
"520","15228","4"
"865","4540","2"
"31","751","2"
"119","180","4"
"99","27517","2"
"12","30995","2"
"360","708","2"
"706","1499","2"
"692","1293","2"
"2134","4210","2"
"125","27517","2"
"225","5906","2"
"948","2022","6"
"129","27413","2"
"745","8330","3"
"140","751","2"
"99","3619","4"
"144","1104","2"
"2772","11058","2"
"26","6999","2"
"30","414","2"
"937","2451","2"
"2810","9929","2"
"943","2277","2"
"51","27517","2"
"974","1320","2"
"225","1104","2"
"974","1337","2"
"2560","3850","2"
"972","1405","2"
"43","5906","2"
"69","1682","2"
"940","2419","2"
"99","3743","4"
"2134","5297","2"
"13237","14447","3"
"205","25228","2"
"935","2601","2"
"99","11866","4"
"948","2198","4"
"3029","3246","4"
"68","99","4"
"800","6827","2"
"253","349","2"
"5938","38610","2"
"216","420","2"
"99","865","4"
"979","1316","4"
"52","164","2"
"629","3407","2"
"467","1104","2"
"990","1004","2"
"980","1316","2"
"990","1007","2"
"43","486","2"
"136","708","2"
"990","1046","2"
"2072","3407","2"
"43","284","2"
"144","284","4"
"20","43","2"
"99","282","4"
"2948","5949","4"
"9449","38610","2"
"706","9931","5"
"948","2428","4"
"800","2391","2"
"284","467","2"
"952","2338","2"
"940","2713","3"
"2391","3570","2"
"264","467","2"
"91","136","2"
"659","1030","2"
"99","4744","4"
"338","3850","2"
"99","10312","4"
"164","948","2"
"990","1224","2"
"253","1497","2"
"94","102","2"
"143","708","2"
"172","1853","3"
"418","3407","2"
"147","27413","2"
"69","431","2"
"99","6327","4"
"990","1292","2"
"414","628","2"
"99","9819","4"
"2877","8360","5"
"990","1323","2"
"338","4146","2"
"268","502","7"
"981","1623","2"
"4146","4695","2"
"99","10636","4"
"992","1294","2"
"9449","38611","2"
"33","4235","2"
"956","2419","4"
"143","9295","2"
"246","787","2"
"979","1728","2"
"360","9295","2"
"14","1030","2"
"430","8897","2"
"91","360","4"
"99","2243","4"
"1000","1112","2"
"2392","3407","2"
"349","602","3"
"1004","1007","4"
"89","216","2"
"1004","1013","2"
