SOURCE,TARGET,WEIGHT
Pierre Robin Syndrome,Hand Deformities_ Congenital,0.814526000648538
Spinal Diseases,Spondylitis_ Ankylosing,0.896713061711407
Ophthalmoplegia_ Chronic Progressive External,Mitochondrial Diseases,0.837074980660478
Ophthalmoplegia_ Chronic Progressive External,Mitochondrial Myopathies,0.94856109170745
Ophthalmoplegia_ Chronic Progressive External,Mitochondrial Encephalomyopathies,0.94637311639508
Insulin Resistance,Hyperlipidemias,0.930639717211448
Insulin Resistance,Obesity,0.98830969478009
Insulin Resistance,Metabolic Diseases,0.953963178430019
Insulin Resistance,Glucose Intolerance,0.949920712482976
Insulin Resistance,Hyperlipoproteinemias,0.918080738928586
Insulin Resistance,Endometrial Hyperplasia,0.948720726549394
Insulin Resistance,Gout,0.870971636486101
Insulin Resistance,Metabolic Syndrome X,0.990537487792706
Insulin Resistance,Endometrial Neoplasms,0.948006154189055
Insulin Resistance,Diabetes Mellitus,0.969489818778735
Insulin Resistance,Cushing Syndrome,0.809648108335762
Insulin Resistance,Lipid Metabolism Disorders,0.875838496918888
Insulin Resistance,Hyperinsulinism,0.990461777600467
Insulin Resistance,Hypothalamic Diseases,0.840197190994017
Insulin Resistance,Bardet-Biedl Syndrome,0.926454128595149
Insulin Resistance,Hypertriglyceridemia,0.968670298101404
Insulin Resistance,Hyperlipidemia_ Familial Combined,0.982130292228403
Insulin Resistance,Hypoalphalipoproteinemias,0.979884621716882
Insulin Resistance,Dyslipidemias,0.943670507479113
Bardet-Biedl Syndrome,Glucose Intolerance,0.856229128153779
Bardet-Biedl Syndrome,Hyperlipoproteinemias,0.879098254287071
Bardet-Biedl Syndrome,Hypoalphalipoproteinemias,0.937214143727052
Bardet-Biedl Syndrome,Dyslipidemias,0.869478708132938
Agranulocytosis,Neutropenia,0.962286813248155
Amyloidosis,Nephrotic Syndrome,0.802729552913156
Respiratory Insufficiency,Respiratory Distress Syndrome_ Adult,0.901469697220601
Respiratory Insufficiency,Lung Diseases_ Obstructive,0.888211268114578
Respiratory Insufficiency,Acidosis,0.852073740031942
Hypertriglyceridemia,Obesity,0.970329078760643
Hypertriglyceridemia,Metabolic Diseases,0.939837152887796
Hypertriglyceridemia,Hypercholesterolemia,0.848819639035668
Hypertriglyceridemia,Glucose Intolerance,0.945943914626718
Hypertriglyceridemia,Hyperlipoproteinemias,0.914077390785022
Hypertriglyceridemia,Gout,0.877421402510325
Hypertriglyceridemia,Endometrial Neoplasms,0.931645580317706
Hypertriglyceridemia,Diabetes Mellitus,0.969681859270226
Hypertriglyceridemia,Lipid Metabolism Disorders,0.897940985808727
Hypertriglyceridemia,Hyperinsulinism,0.966631327032714
Hypertriglyceridemia,Hyperlipoproteinemia Type IV,0.90105932961454
Hypertriglyceridemia,Bardet-Biedl Syndrome,0.888308633414072
Hypertriglyceridemia,Hyperlipidemia_ Familial Combined,0.956351604846111
Hypertriglyceridemia,Hypoalphalipoproteinemias,0.941429296104663
Hypertriglyceridemia,Dyslipidemias,0.944397070415092
Hemangioma_ Capillary,Anisometropia,0.919126299804947
Amyotrophic Lateral Sclerosis,Motor Neuron Disease,0.847345836173426
Fetal Growth Retardation,Premature Birth,0.943272417036537
Fetal Growth Retardation,Fetal Membranes_ Premature Rupture,0.838303189093072
Fetal Growth Retardation,Anemia_ Neonatal,0.813003940566855
Fetal Growth Retardation,Hernia_ Umbilical,0.835390364565271
Vulvar Neoplasms,Lichenoid Eruptions,0.826914697912066
Arthritis,Osteoarthritis,0.828053759775914
Arthritis,Femur Head Necrosis,0.816434679917107
Idiopathic Pulmonary Fibrosis,Pulmonary Emphysema,0.829351935202592
Idiopathic Pulmonary Fibrosis,Pulmonary Alveolar Proteinosis,0.930452377042323
Idiopathic Pulmonary Fibrosis,Pulmonary Embolism,0.824559273218899
Idiopathic Pulmonary Fibrosis,Pulmonary Fibrosis,0.998885048868379
Idiopathic Pulmonary Fibrosis,Lymphangioleiomyomatosis,0.827632157984024
Lipodystrophy,Acanthosis Nigricans,0.805544158248142
Seizures_ Febrile,Classical Lissencephalies and Subcortical Band Heterotopias,0.890083304501152
Seizures_ Febrile,Incontinentia Pigmenti,0.894293873142219
Crohn Disease,Exocrine Pancreatic Insufficiency,0.81084672407945
Crohn Disease,Gastrinoma,0.834324367659809
Crohn Disease,AIDS-Related Opportunistic Infections,0.811493432128434
Crohn Disease,Salmonella Infections_ Animal,0.815336816295625
Crohn Disease,Inflammatory Bowel Diseases,0.924342963551346
Crohn Disease,Celiac Disease,0.835875446696881
Angelman Syndrome,Chromosome Disorders,0.805042550541371
Angelman Syndrome,Cri-du-Chat Syndrome,0.815327404941902
Ankylosis,Oral Submucous Fibrosis,0.807303350176044
Uremia,Psoriasis,0.801284161088651
Uremia,Cholestasis_ Intrahepatic,0.827789901982423
Craniofacial Abnormalities,Smith-Lemli-Opitz Syndrome,0.858659676107262
Craniofacial Abnormalities,Blepharophimosis,0.894211229110702
Craniofacial Abnormalities,Silver-Russell Syndrome,0.811827271805371
Craniofacial Abnormalities,Nails_ Malformed,0.819484070768444
Craniofacial Abnormalities,Tooth Abnormalities,0.885434653495262
Craniofacial Abnormalities,Macrocephaly,0.848982112432041
Craniofacial Abnormalities,Chromosome Disorders,0.962866835717158
Craniofacial Abnormalities,Craniofacial Dysostosis,0.921708013532635
Craniofacial Abnormalities,Microcephaly,0.958628904626326
Craniofacial Abnormalities,Rubinstein-Taybi Syndrome,0.814399832078272
Craniofacial Abnormalities,Dwarfism,0.916310523988066
Craniofacial Abnormalities,Orofaciodigital Syndromes,0.855738274733796
Craniofacial Abnormalities,Abnormalities_ Multiple,0.969732824992432
Craniofacial Abnormalities,Amino Acid Metabolism_ Inborn Errors,0.922953456660062
Craniofacial Abnormalities,Mental Retardation,0.938513011187604
Craniofacial Abnormalities,Fibromatosis_ Gingival,0.901644827015116
Craniofacial Abnormalities,Piebaldism,0.85705306097217
Craniofacial Abnormalities,Phenylketonurias,0.925250479936165
Craniofacial Abnormalities,De Lange Syndrome,0.877001339541594
Craniofacial Abnormalities,Klinefelter Syndrome,0.906455480136733
Craniofacial Abnormalities,Fragile X Syndrome,0.88495272308845
Craniofacial Abnormalities,Hallermann's Syndrome,0.849436131375871
Craniofacial Abnormalities,Down Syndrome,0.889793115257221
Craniofacial Abnormalities,Hypertelorism,0.876249784804819
Craniofacial Abnormalities,Skin Abnormalities,0.888664060983677
Craniofacial Abnormalities,Metabolism_ Inborn Errors,0.885349505331944
Craniofacial Abnormalities,Mucopolysaccharidosis IV,0.816002805099942
Craniofacial Abnormalities,Chromosome Aberrations,0.959550511482004
Craniofacial Abnormalities,Syndactyly,0.909097150608241
Craniofacial Abnormalities,Craniosynostoses,0.937373247862314
Craniofacial Abnormalities,Polydactyly,0.8982166634868
Craniofacial Abnormalities,Xeroderma Pigmentosum,0.887926378157386
Craniofacial Abnormalities,Hand Deformities_ Congenital,0.889411100076028
Craniofacial Abnormalities,Congenital Hypothyroidism,0.812460395084435
Craniofacial Abnormalities,Anophthalmos,0.852175050247675
Craniofacial Abnormalities,Ectodermal Dysplasia,0.832777779418312
Craniofacial Abnormalities,Chromosome Breakage,0.919825137852587
Craniofacial Abnormalities,Cri-du-Chat Syndrome,0.882231846702542
Craniofacial Abnormalities,Exostoses_ Multiple Hereditary,0.858540534974323
Craniofacial Abnormalities,Sebaceous Gland Neoplasms,0.81827799101592
Craniofacial Abnormalities,Wolf-Hirschhorn Syndrome,0.88736239119893
Craniofacial Abnormalities,Foot Deformities_ Congenital,0.801714816559067
Craniofacial Abnormalities,Genetic Diseases_ Inborn,0.84268716900276
Craniofacial Abnormalities,Maple Syrup Urine Disease,0.818484034856283
Hyperlipidemia_ Familial Combined,Glucose Intolerance,0.925601399828581
Hyperlipidemia_ Familial Combined,Hyperlipoproteinemias,0.930637899654802
Hyperlipidemia_ Familial Combined,Hypoalphalipoproteinemias,0.983402555973619
Hyperlipidemia_ Familial Combined,Dyslipidemias,0.93148254747849
Alopecia,Hirsutism,0.914760940240778
Hematologic Diseases,Blood Platelet Disorders,0.908843106457293
Hematologic Diseases,Anemia_ Aplastic,0.846752896675671
Hematologic Diseases,Thrombocytopenia,0.899008951429254
Bundle-Branch Block,Long QT Syndrome,0.892397514058185
Bundle-Branch Block,Arrhythmogenic Right Ventricular Dysplasia,0.898550847656201
Bundle-Branch Block,Torsades de Pointes,0.906176388419304
Bundle-Branch Block,Heart Block,0.929464507900953
Bundle-Branch Block,Death_ Sudden_ Cardiac,0.951801788959658
Bundle-Branch Block,Tachycardia_ Ventricular,0.931013942127814
Bundle-Branch Block,Ventricular Fibrillation,0.895239932260666
Bundle-Branch Block,Brugada Syndrome,0.856597314327821
Carcinoma_ Transitional Cell,Urinary Bladder Neoplasms,0.852236920614716
Stroke,Infarction_ Middle Cerebral Artery,0.877989701129969
Hemophilia B,Factor VII Deficiency,0.848976093763068
Pancreatic Neoplasms,Pancreatic Diseases,0.845414588314113
Hemophilia A,Hemorrhagic Disorders,0.811986060657416
Hemophilia A,von Willebrand Diseases,0.924487693575259
Hemophilia A,Hemophilia B,0.973633859184049
Hemophilia A,Factor VII Deficiency,0.865896522702201
Obsessive-Compulsive Disorder,Tourette Syndrome,0.81176741544904
Diabetes Insipidus_ Neurogenic,Diabetes Insipidus_ Nephrogenic,0.97755294155746
Multiple System Atrophy,Supranuclear Palsy_ Progressive,0.950598008087651
Multiple System Atrophy,Tauopathies,0.921986825567471
Pancreatic Diseases,Pancreatitis,0.815661581928791
Glomerulonephritis_ IGA,Nephrotic Syndrome,0.88226286202422
Glomerulonephritis_ IGA,Lecithin Acyltransferase Deficiency,0.864657563310665
Glomerulonephritis_ IGA,Immune Complex Diseases,0.957495824947204
Glomerulonephritis_ IGA,Glomerulonephritis_ Membranoproliferative,0.934368149564828
Glomerulonephritis_ IGA,Hematuria,0.875593971255097
Celiac Disease,Vipoma,0.905155592710433
Celiac Disease,Gastrinoma,0.841828887393594
Joint Diseases,Soft Tissue Neoplasms,0.820099606982707
Joint Diseases,Osteoarthritis,0.82867465861442
Joint Diseases,Osteolysis,0.807469709322531
Mammary Neoplasms_ Animal,Liver Cirrhosis_ Experimental,0.817525295666349
Colorectal Neoplasms,Mucositis,0.80377817161572
Colorectal Neoplasms,Rectal Neoplasms,0.917957454706559
Colorectal Neoplasms,Inflammatory Bowel Diseases,0.838811861185814
Dermatitis_ Atopic,Eczema,0.870971384839834
Dermatitis_ Atopic,Dermatitis_ Allergic Contact,0.912680327025682
Dermatitis_ Atopic,Keloid,0.909323047693881
Dermatitis_ Atopic,Dermatitis_ Contact,0.816239586257035
Dermatitis_ Atopic,Dermatitis,0.912641546882499
Dermatitis_ Atopic,Liver Cirrhosis_ Biliary,0.877952697400999
Dermatitis_ Atopic,Pruritus,0.979773052915771
Dermatitis_ Atopic,Alagille Syndrome,0.820548958556335
Dermatitis_ Atopic,Keratosis,0.843749438350028
Renal Tubular Transport_ Inborn Errors,Nephrocalcinosis,0.868484071127412
Neurogenic Inflammation,Hyperalgesia,0.893209508209041
Aortic Aneurysm,Aortic Aneurysm_ Thoracic,0.806848741276884
Developmental Disabilities,Autistic Disorder,0.855120045495086
Developmental Disabilities,DiGeorge Syndrome,0.845008881525901
Developmental Disabilities,Cri-du-Chat Syndrome,0.840213073708432
Developmental Disabilities,Angelman Syndrome,0.827126543692922
Lupus Nephritis,Nephrotic Syndrome,0.993318473176929
Anemia_ Aplastic,Thrombocytopenia,0.802525260956015
Malformations of Cortical Development,Classical Lissencephalies and Subcortical Band Heterotopias,0.839234401340934
Malformations of Cortical Development,Incontinentia Pigmenti,0.829522769001436
Keratosis,Candidiasis_ Vulvovaginal,0.848708466229417
Keratosis,Porokeratosis,0.857899166146784
Anorexia Nervosa,Bulimia Nervosa,0.879604013444341
Pain Insensitivity_ Congenital,Exostoses_ Multiple Hereditary,0.810163470174329
Lymphoma_ T-Cell_ Cutaneous,Keloid,0.817826182478626
Lymphoma_ T-Cell_ Cutaneous,Drug Eruptions,0.847947578032445
Lymphoma_ T-Cell_ Cutaneous,Porokeratosis,0.857695970595404
Lymphoma_ T-Cell_ Cutaneous,Cholestasis_ Intrahepatic,0.809422098115262
Myocardial Ischemia,Myocardial Stunning,0.882758698433672
Myocardial Ischemia,Angina Pectoris,0.822129264919494
Myocardial Ischemia,Coronary Disease,0.908735172631629
Myocardial Ischemia,Coronary Aneurysm,0.91089389552715
Myocardial Ischemia,Coronary Artery Disease,0.943587277113111
Myocardial Ischemia,Coronary Restenosis,0.975934237273346
Myocardial Ischemia,Myocardial Infarction,0.946315764822516
Dermatomyositis,Myositis_ Inclusion Body,0.853296989027458
Cardiomyopathy_ Hypertrophic,Aortic Valve Stenosis,0.925634967108054
Optic Neuropathy_ Ischemic,Retinal Vein Occlusion,0.874585469095212
Optic Neuropathy_ Ischemic,Choroidal Neovascularization,0.890885282550657
Cerebral Palsy,Muscle Spasticity,0.85819691761783
Kidney Diseases,Kidney Failure_ Chronic,0.853763660290737
Kidney Diseases,Fanconi Syndrome,0.824489912968729
Kidney Diseases,Nephrotic Syndrome,0.867536066162747
Kidney Diseases,Nephrosis,0.896001473240296
Kidney Diseases,Lecithin Acyltransferase Deficiency,0.852963302049287
Kidney Diseases,Immune Complex Diseases,0.800396336866254
Kidney Diseases,Glomerulonephritis_ Membranoproliferative,0.842714334442384
Kidney Diseases,Nephritis_ Interstitial,0.876448760233017
Kidney Diseases,Hypertension_ Renal,0.848362889893039
Kidney Diseases,Proteinuria,0.868085156417908
Kidney Diseases,Glomerulosclerosis_ Focal Segmental,0.870919394816299
Kidney Diseases,Renal Insufficiency,0.851476411572985
Kidney Diseases,Glomerulonephritis,0.864083545693821
Kidney Diseases,Lupus Nephritis,0.872745020303388
Kidney Diseases,Hematuria,0.87104136302823
Dyslipidemias,Hyperlipoproteinemias,0.885665453422499
Dyslipidemias,Hypoalphalipoproteinemias,0.922023233539721
Lymphopenia,Immunologic Deficiency Syndromes,0.925115888126882
Lymphopenia,Lymphoproliferative Disorders,0.878385423457909
Lymphopenia,Job's Syndrome,0.910121572572808
Sinoatrial Block,Sick Sinus Syndrome,0.894414796388141
Sinoatrial Block,Long QT Syndrome,0.876626583007383
Sinoatrial Block,Arrhythmogenic Right Ventricular Dysplasia,0.856281392685413
Sinoatrial Block,Torsades de Pointes,0.872521204522402
Sinoatrial Block,Arrhythmias_ Cardiac,0.86504137578567
Sinoatrial Block,Heart Block,0.884807073288398
Sinoatrial Block,Hypotension_ Orthostatic,0.835284839010863
Sinoatrial Block,Death_ Sudden_ Cardiac,0.85095059904995
Sinoatrial Block,Tachycardia_ Ventricular,0.879021729891471
Sinoatrial Block,Brugada Syndrome,0.815780538188567
Optic Nerve Diseases,Glaucoma,0.92006396747667
Optic Nerve Diseases,Retinal Diseases,0.860703732844068
Foot Deformities_ Congenital,Hypertelorism,0.875553087579759
Cholestasis,Cholestasis_ Intrahepatic,0.907013602002627
Helicobacter Infections,Stomach Ulcer,0.804685542228876
Helicobacter Infections,Duodenal Ulcer,0.920974100230735
Hypertension_ Portal,Gastrointestinal Hemorrhage,0.855357564380018
Hypertension_ Portal,Peptic Ulcer Hemorrhage,0.866442626973482
Drug-Induced Liver Injury,Hepatic Veno-Occlusive Disease,0.859308164928882
Drug-Induced Liver Injury,Jaundice_ Chronic Idiopathic,0.951934062960917
Drug-Induced Liver Injury,Hyperbilirubinemia,0.888676519028666
Drug-Induced Liver Injury,Spherocytosis_ Hereditary,0.89881198617754
Drug-Induced Liver Injury,Hepatitis,0.96408562813465
Drug-Induced Liver Injury,Hepatitis B_ Chronic,0.823704000001721
Muscular Atrophy_ Spinal,Spinal Muscular Atrophies of Childhood,0.867434174516462
Osteoporosis,Osteoporosis_ Postmenopausal,0.872982527727515
Osteoporosis,Fractures_ Compression,0.804042902462385
Colonic Neoplasms,Gastrointestinal Neoplasms,0.862104053888103
Colonic Neoplasms,Adenocarcinoma,0.885669494018643
Liver Neoplasms,Gallbladder Neoplasms,0.811243061947091
Liver Neoplasms,Pancreatic Neoplasms,0.861156200392869
Liver Neoplasms,Pancreatic Diseases,0.83746710731627
Genetic Diseases_ Inborn,Metabolism_ Inborn Errors,0.822548307013371
Genetic Diseases_ Inborn,Polydactyly,0.802938273499943
Genetic Diseases_ Inborn,Hand Deformities_ Congenital,0.820657881841627
Genetic Diseases_ Inborn,Chromosome Breakage,0.801585732958984
Malabsorption Syndromes,Lactose Intolerance,0.815038590907766
Malabsorption Syndromes,Celiac Disease,0.906882304469895
Microphthalmos,Corneal Opacity,0.861553522448386
Microphthalmos,Anophthalmos,0.810565629975886
Microphthalmos,Eye Abnormalities,0.891360948529644
Hyperalgesia,Sciatic Neuropathy,0.980221308662803
Hearing Loss_ Sensorineural,Cogan Syndrome,0.884045712448417
Hypergammaglobulinemia,Immunologic Deficiency Syndromes,0.940378233717703
Hypergammaglobulinemia,Lymphoproliferative Disorders,0.850618190887763
Hypergammaglobulinemia,Job's Syndrome,0.986491941452006
Hypergammaglobulinemia,Lymphopenia,0.912932499096758
Myopia,Refractive Errors,0.924097981652453
Myopia,Hyperopia,0.879147781509056
