id,hpo
"DERMATITIS, INFECTIOUS, DUE TO IMMUNODEFICIENCY IMPETIGO",Disease or Syndrome
ANOMALOUS RIB INSERTION TO VERTEBRAE,Therapeutic or Preventive Procedure
SCREWDRIVER BLADE-SHAPED INCISORS,"Body Part, Organ, or Organ Component"
PSYCHOMOTOR REGRESSION IN INFANTS,Age Group
NEONATAL WRINKLED SKIN OF HANDS AND FEET,Age Group
NEONATAL INSPIRATORY STRIDOR,Age Group
NEONATAL HYPOTONIA,Age Group
RECURRENT STAPHYLOCOCCAL AND GRAM-NEGATIVE INFECTIONS,Disease or Syndrome
RECURRENT INFECTIONS,Disease or Syndrome
INFERTILITY,Disease or Syndrome
DIABETES MELLITUS,"Amino Acid, Peptide, or Protein"
"AGANGLIONOSIS, TOTAL INTESTINAL","Body Part, Organ, or Organ Component"
CHRONIC INTESTINAL CANDIDIASIS,"Body Part, Organ, or Organ Component"
INTESTINAL LYMPHEDEMA,"Body Part, Organ, or Organ Component"
ABSENCE OF INTRINSIC FACTOR BY IMMUNOASSAY OF GASTRIC JUICES,Pharmacologic Substance
IRIS COLOBOMA,"Body Part, Organ, or Organ Component"
DISLOCATED HIPS,"Body Part, Organ, or Organ Component"
CONGENITAL HIP DISLOCATION,"Body Part, Organ, or Organ Component"
JAUNDICE,Pathologic Function
NEONATAL JAUNDICE,Disease or Syndrome
ABNORMALITY OF THE JAWS,"Body Part, Organ, or Organ Component"
JEJUNAL DIVERTICULA,"Body Part, Organ, or Organ Component"
ARTHROPATHY,Disease or Syndrome
FUSION OF MIDPHALANGEAL JOINTS,Body Space or Junction
OSTEOARTHRITIS OF THE SMALL JOINTS OF THE HAND,Body Space or Junction
JOINT LAXITY,Body Space or Junction
KERATITIS,Disease or Syndrome
MALROTATION OF THE KIDNEY,"Body Part, Organ, or Organ Component"
FATTY KIDNEYS,"Body Part, Organ, or Organ Component"
RENAL FUNCTIONAL ABNORMALITY,"Body Part, Organ, or Organ Component"
"CATARACTS, CORTICAL PULVERULENT","Body Part, Organ, or Organ Component"
CORTICAL SUBPERIOSTEAL RESORPTION (HUMERAL METAPHYSES),"Body Part, Organ, or Organ Component"
CORTICAL THICKENING OF HAND BONES,"Body Part, Organ, or Organ Component"
THICKENED CORTEX OF LONG BONES,"Body Part, Organ, or Organ Component"
END-STAGE RENAL DISEASE DEVELOPS IN CHILDHOOD,Disease or Syndrome
DECREASED NUMBERS OF GLOMERULI,"Body Part, Organ, or Organ Component"
RENAL NEOPLASIA,Neoplastic Process
ABNORMALITY OF THE RENAL TUBULES,"Body Part, Organ, or Organ Component"
POLYCYSTIC KIDNEY,Disease or Syndrome
"CERVICAL VERTEBRAE FUSION, USUALLY AT C5 TO C6",Congenital Abnormality
KNEE AND ANKLE CLONUS,Body Space or Junction
LUMBAR KYPHOSIS IN INFANCY,Acquired Abnormality
URINARY LABORATORY ABNORMALITY,Organization
APLASIA/HYPOPLASIA OF THE INNER EAR,"Body Part, Organ, or Organ Component"
NASOLACRIMAL DUCT OBSTRUCTION,Anatomical Abnormality
"SPEECH AND LANGUAGE DELAY, SEVERE",Mental or Behavioral Dysfunction
ABSENT SPEECH DEVELOPMENT,Mental Process
LARYNGEAL STENOSIS,Disease or Syndrome
ABNORMALITY OF THE LARYNX,"Body Part, Organ, or Organ Component"
HYPOPLASIA INVOLVING BONES OF THE LOWER LIMBS,Body Location or Region
OSTEOLYSIS INVOLVING BONES OF THE LOWER LIMBS,Body Location or Region
CORTICOSPINAL TRACT DISEASE IN LOWER LIMBS,Body Location or Region
"MUSCLE WEAKNESS, DISTAL (LOWER LIMBS MORE AFFECTED THAN UPPER LIMBS), DUE TO MOTOR NEURONOPATHY",Body Location or Region
ABNORMALITY OF THE LOWER LIMBS,Body Location or Region
INFERIOR LENS SUBLUXATION,Disease or Syndrome
APLASIA/HYPOPLASIA OF THE LENS,"Body Part, Organ, or Organ Component"
CONGENITAL CATARACT,"Body Part, Organ, or Organ Component"
LEUKEMIA,Neoplastic Process
CHRONIC LYMPHATIC LEUKEMIA,Neoplastic Process
LYMPHOID LEUKEMIA,Neoplastic Process
ACUTE LYMPHATIC LEUKEMIA,Neoplastic Process
ACUTE MONOCYTIC LEUKEMIA,Neoplastic Process
ACUTE MONOCYTIC LEUKEMIA,Neoplastic Process
BETA-GALACTOSIDASE DEFICIENCY IN FIBROBLASTS AND WHITE BLOOD CELLS,Cell
FAVORABLE RESPONSE TO LEVODOPA,Neuroreactive Substance or Biogenic Amine
HYPERPLASIA OF THE LEYDIG CELLS,Cell
NO LIGHT-EVOKED RESPONSE ON ELECTRORETINOGRAM,Natural Phenomenon or Process
HYPOPLASTIC/SMALL 5TH FINGER,Disease or Syndrome
LIVER TRANSAMINASES NORMAL TO SLIGHTLY INCREASED,"Body Part, Organ, or Organ Component"
LOW PYRUVATE CARBOXYLASE ACTIVITY IN LIVER AND CULTURED FIBROBLASTS,"Body Part, Organ, or Organ Component"
APLASIA/HYPOPLASIA OF THE LUNGS,"Body Part, Organ, or Organ Component"
CYSTIC LUNG DISEASE,Disease or Syndrome
"LYMPHEDEMA, PREDOMINANTLY IN THE LOWER LIMBS",Disease or Syndrome
LYMPHOMA,Neoplastic Process
IMPAIRED LYSINE INTESTINAL ABSORPTION,Pharmacologic Substance
OSTEOLYTIC DEFECTS OF THE HAND BONES,Pathologic Function
LYTIC DEFECTS (HUMERAL),Pathologic Function
LYTIC DEFECTS OF CARPAL BONES,Pathologic Function
MACROGLOSSIA,Anatomical Abnormality
MRI SHOWS SYMMETRIC LESIONS OF THE BASAL GANGLIA,Diagnostic Procedure
IMPAIRED PURSUIT INITIATION AND MAINTENANCE,Activity
DELAYED PUBERTY IN MALES,Finding
GENERALIZED RETICULATE BROWN PIGMENTATION IN MALES,Finding
APLASIA/HYPOPLASIA OF THE MANDIBLE,"Body Part, Organ, or Organ Component"
ASYMMETRY OF THE MANDIBLE,"Body Part, Organ, or Organ Component"
MANDIBULAR APLASIA,"Body Part, Organ, or Organ Component"
"HYPEROSTOSES OF CALVARIA, FACIAL BONES, AND MANDIBLE","Body Part, Organ, or Organ Component"
PROMINENT UPPER CENTRAL INCISORS,"Body Part, Organ, or Organ Component"
HYPOPLASIA OF THE MAXILLA,"Body Part, Organ, or Organ Component"
CONGENITAL MEGACOLON,Disease or Syndrome
DEFICIT IN PHONOLOGIC SHORT-TERM MEMORY,Mental Process
RECURRENT MENINGOCOCCAL DISEASE,Disease or Syndrome
MILD AND NONPROGRESSIVE MENTAL RETARDATION,Mental or Behavioral Dysfunction
MENTAL RETARDATION (MODERATE TO SEVERE IN MALES),Mental or Behavioral Dysfunction
ABNORMALITY OF CEREBROSIDASE METABOLISM,Functional Concept
CONTRACTURE OF THE METACARPOPHALANGEAL JOINT OF THE 2ND FINGER,Body Space or Junction
SYNOSTOSIS INVOLVING THE METACARPAL BONES,"Body Part, Organ, or Organ Component"
BRACKET EPIPHYSIS OF THE 1ST METACARPAL,"Body Part, Organ, or Organ Component"
IRREGULAR EPIPHYSIS OF THE 1ST METACARPAL,"Body Part, Organ, or Organ Component"
SMALL EPIPHYSIS OF THE 1ST METACARPAL,"Body Part, Organ, or Organ Component"
PSEUDOEPIPHYSIS OF THE 1ST METACARPAL,"Body Part, Organ, or Organ Component"
APLASIA/HYPOPLASIA OF THE 5TH METACARPAL,"Body Part, Organ, or Organ Component"
APLASIA OF METACARPAL BONES,"Body Part, Organ, or Organ Component"
APLASIA OF METACARPAL BONES,"Body Part, Organ, or Organ Component"
"SHORT 1ST, 4TH, 5TH METACARPALS","Body Part, Organ, or Organ Component"
APLASIA/HYPOPLASIA INVOLVING THE METACARPAL BONES,"Body Part, Organ, or Organ Component"
APLASIA/HYPOPLASIA INVOLVING THE METACARPAL BONES,"Body Part, Organ, or Organ Component"
CONE-SHAPED METACARPAL EPIPHYSES,"Body Part, Organ, or Organ Component"
DISTAL WIDENING OF METACARPALS,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE METACARPAL BONES,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE EPIPHYSIS OF THE 1ST METATARSAL,"Body Part, Organ, or Organ Component"
IVORY EPIPHYSIS OF THE 1ST METATARSAL,"Body Part, Organ, or Organ Component"
SMALL EPIPHYSIS OF THE 1ST METATARSAL,"Body Part, Organ, or Organ Component"
ABSENT EPIPHYSIS OF THE 1ST METATARSAL,"Body Part, Organ, or Organ Component"
CURVED 1ST METATARSAL,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE METATARSAL BONES,"Body Part, Organ, or Organ Component"
GROUND GLASS OPACITY OF HUMERAL DIAPHYSIS,Organic Chemical
DECREASED METHYLMALONYL-COA MUTASE ACTIVITY,"Amino Acid, Peptide, or Protein"
"MICROCEPHALY, POSTNATAL",Congenital Abnormality
BILATERAL MICROPHTHALMOS,Congenital Abnormality
MICROSTOMIA,Congenital Abnormality
LACK OF MOTIVATION,Mental Process
ABNORMALITY OF THE MOTOR NEURONS,Cell
MOVEMENTS ('TREMORS') CHARACTERIZED BY 8 TO 10-HZ DISCHARGES,Organism Function
MOVEMENT ABNORMALITIES OF THE TONGUE,Organism Function
MUSCLE PAIN AND CRAMPS FOLLOWING EXERCISE,Sign or Symptom
LEG MUSCLE STIFFNESS,Tissue
PERCUSSION-INDUCED RAPID ROLLING MUSCLE CONTRACTIONS (PIRC),Tissue
TRANSIENT SWELLING OF MUSCLE INDUCED BY PERCUSSION,Tissue
ABNORMAL WEAKNESS OF MUSCLES OF RESPIRATION,Tissue
ABNORMALITY OF MUSCULATURE,Tissue
AMYOTROPHY INVOLVING THE MUSCULATURE OF THE HAND,Disease or Syndrome
PROXIMAL AMYOTROPHY,Disease or Syndrome
AMYOTROPHY INVOLVING THE LOWER LIMBS,Disease or Syndrome
DISTAL AMYOTROPHY,Disease or Syndrome
GENERALIZED AMYOTROPHY,Disease or Syndrome
NEUROGENIC MUSCLE ATROPHY,Disease or Syndrome
AMYOTROPHY,Disease or Syndrome
"MUSCULAR DYSTROPHY, CONGENITAL",Congenital Abnormality
MYELIN OUTFOLDINGS MAY OCCUR IN A SUBSET OF PATIENTS,Tissue
NERVE BIOPSY SHOWS LOSS OF LARGE MYELINATED FIBERS,Cell Component
DECREASED NUMBER OF MYELINATED FIBERS MAY BE FOUND,Cell Component
"MYOPIA, CONGENITAL",Disease or Syndrome
HAIR-NAIL ECTODERMAL DYSPLASIA,"Body Part, Organ, or Organ Component"
PTERYGIUM FORMATION (NAILS),"Body Part, Organ, or Organ Component"
NASAL OBSTRUCTION LEADING TO MOUTH BREATHING,Finding
PROMINENT NASAL SEPTUM,"Body Part, Organ, or Organ Component"
"INVOLUNTARY MOVEMENTS OF EXTREMITIES, NECK, TRUNK, AND/OR FACE",Body Location or Region
INCREASED SUSCEPTIBILITY TO CERTAIN BACTERIAL INFECTIONS,Bacterium
TUMOR OF THE SPINAL CORD,Neoplastic Process
GASTROINTESTINAL TRACT TUMORS,Neoplastic Process
NEOPLASIA OF THE CENTRAL NERVOUS SYSTEM,Neoplastic Process
NEOPLASIA OF THE PANCREAS,Neoplastic Process
NEOPLASIA,Neoplastic Process
TERMINAL NEPHROTIC SYNDROME,Disease or Syndrome
NERVE BIOPSY SHOWS LOSS OF LARGE MYELINATED FIBERS,Tissue
HYPERTROPHIC NERVE CHANGES,Tissue
DECREASED NUMBER OF MYELINATED FIBERS,Tissue
AXONAL LOSS WITH LITTLE EVIDENCE OF DEMYELINATION OR HYPERTROPHIC CHANGES IN NERVE BIOPSIES,Tissue
NEUROFIBROMAS MAY OR MAY NOT BE PRESENT,Neoplastic Process
AUTOFLUORESCENT LIPOPIGMENT IN NEURONS,Cell
HYPERSEGMENTATION OF NEUTROPHIL NUCLEI,Cell
NEVUS OF OTA,Neoplastic Process
PIGMENTED NEVI,Neoplastic Process
NIGHT BLINDNESS AND ABNORMAL FUNDUS,Disease or Syndrome
ABNORMALITY OF THE NIPPLES,"Body Part, Organ, or Organ Component"
GAZE-EVOKED NYSTAGMUS,Disease or Syndrome
OBESITY,Disease or Syndrome
SMALL ODONTOID PROCESS,"Body Part, Organ, or Organ Component"
"FREQUENT BACTERIAL, VIRAL, AND OPPORTUNISTIC INFECTIONS",Disease or Syndrome
OPTIC NERVE DYSPLASIA,"Body Part, Organ, or Organ Component"
OROTIC ACID URINARY OBSTRUCTION,Organic Chemical
OSTEOARTHRITIS OF THE SMALL JOINTS OF THE HAND,Disease or Syndrome
ABNORMALITY OF THE MINERALISATION AND OSSIFICATION OF BONES OF THE HAND,Organ or Tissue Function
ABSENT EPIPHYSIS OF THE DISTAL PHALANX OF THE 2ND FINGER,Organ or Tissue Function
ABSENT IN UTERO OSSIFICATION OF VERTEBRAL BODIES,Organ or Tissue Function
ABSENT IN UTERO RIB OSSIFICATION,Organ or Tissue Function
ABSENT OSSIFICATION/ABSENCE OF RADIUS,Organ or Tissue Function
DEFICIENT OSSIFICATION OF HAND BONES,Organ or Tissue Function
ABNORMALITY OF SKULL OSSIFICATION,Organ or Tissue Function
OSTEOLYSIS OF PATELLAE,Pathologic Function
OSTEOLYSIS INVOLVING TARSAL BONES,Pathologic Function
OSTEOMYELITIS DUE TO IMMUNODEFICIENCY,Disease or Syndrome
"OSTEOMYELITIS OR NECROSIS, DISTAL, DUE TO SENSORY NEUROPATHY (FEET)",Disease or Syndrome
OSTEOPOROSIS OF VERTEBRAE,Disease or Syndrome
OSTEOGENIC SARCOMA,Neoplastic Process
THYROID DEFECT IN OXIDATION AND ORGANIFICATION OF IODIDE,Molecular Function
FEW PALE RELATIVELY LARGE CAFE-AU-LAIT SPOTS,Sign or Symptom
MACULAR PALLOR WITH PROMINENCE OF FOVEA CENTRALIS,Sign or Symptom
"SHORT, THIN, SPARSE, PALE SCALP HAIR",Sign or Symptom
PALPITATIONS (WITH PHEOCHROMOCYTOMA),Finding
PARAPLEGIA/PARAPARESIS,Disease or Syndrome
PARATHYROID HORMONE ABSENT TO LOW,Pharmacologic Substance
PARESIS OF EXTENSOR MUSCLES OF THE BIG TOE IS PRESENTING SYMPTOM,Sign or Symptom
APLASIA OF THE PAROTID GLAND,"Body Part, Organ, or Organ Component"
PAROXYSMAL ATRIAL TACHYCARDIA,Disease or Syndrome
PATELLAR SUBLUXATION,"Body Part, Organ, or Organ Component"
MENTAL DETERIORATION IN A SUBSET OF PATIENTS,Patient or Disabled Group
RENAL PELVIC CARCINOMA,Body Location or Region
ABNORMALITY OF THE MUSCULATURE OF THE PELVIS,Body Location or Region
TRANSIENT SWELLING OF MUSCLE INDUCED BY PERCUSSION,Diagnostic Procedure
PERICARDIAL EFFUSION,Disease or Syndrome
DISTAL LOWER LIMB MUSCLE WEAKNESS DUE TO PERIPHERAL NEUROPATHY,Disease or Syndrome
HYPOPLASIA OF THE PHARYNX,"Body Part, Organ, or Organ Component"
ABORMALITY OF PHENYLALANINE AND TYROSINE METABOLISM,"Amino Acid, Peptide, or Protein"
ABORMALITY OF PHENYLALANINE AND TYROSINE METABOLISM,Pharmacologic Substance
ABORMALITY OF PHENYLALANINE AND TYROSINE METABOLISM,Biologically Active Substance
PHOCOMELIA,Congenital Abnormality
DEFICIENCY OF N-ACETYLGLUCOSAMINE-1-PHOSPHOTRANSFERASE,Enzyme
ELEVATED LEVELS OF PHYTANIC ACID,Eicosanoid
IMPAIRED LYMPHOCYTE TRANSFORMATION WITH PHYTOHEMAGGLUTININ,"Indicator, Reagent, or Diagnostic Aid"
GENERALIZED RETICULATE BROWN PIGMENTATION IN MALES,Physiologic Function
MACULAR PIGMENTARY CHANGES,Chemical Viewed Functionally
APLASIA/HYPOPLASIA OF THE PITUITARY GLAND,"Body Part, Organ, or Organ Component"
ELEVATED PLASMA BRANCHED CHAIN AMINO ACIDS,Body Substance
INCREASED PLASMA VLDL,Body Substance
ELEVATED PLASMA ACTH,Body Substance
LYMPH NODES SHOW FLORID REACTIVE FOLLICULAR HYPERPLASIA AND MARKED PARACORTICAL EXPANSION WITH IMMUNOBLASTS AND PLASMA CELLS,Cell
LACK OF SPONTANEOUS PLAY,Daily or Recreational Activity
ASPIRATION PNEUMONIA,Disease or Syndrome
ABNORMAL SPEECH DISCRIMINATION,Group Attribute
PRE-EXCITATION SYNDROMES,Disease or Syndrome
DECREASED ALDOSTERONE PRODUCTION,Occupational Activity
INCREASED CORTISOL PRODUCTION,Occupational Activity
ABNORMALITY OF ALDOSTERONE PRODUCTION,Occupational Activity
"PTOSIS, UNILATERAL",Anatomical Abnormality
"PTOSIS, PROGRESSIVE",Anatomical Abnormality
CONGENITAL BILATERAL PTOSIS,Anatomical Abnormality
DECREASED BETA-GLUCOCEREBROSIDASE PROTEIN AND ACTIVITY,"Amino Acid, Peptide, or Protein"
ABNORMAL PROTHROMBIN CONSUMPTION,Pharmacologic Substance
PSEUDOBULBAR PARALYSIS,Disease or Syndrome
ANTECUBITAL PTERYGIUM,Disease or Syndrome
PTERYGIA,Disease or Syndrome
NO SECONDARY SEXUAL CHARACTERISTICS AT PUBERTY,Physiologic Function
ABNORMAL OSSIFICATION OF THE PUBIC BONE,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE PUBIC BONES,"Body Part, Organ, or Organ Component"
PULMONARY FIBROSIS,Disease or Syndrome
PULMONARY INSUFFICIENCY,Pathologic Function
PULMONIC STENOSIS,Disease or Syndrome
PULMONIC STENOSIS,Anatomical Abnormality
EXCESSIVE PURINE PRODUCTION,Organic Chemical
ABNORMALITY OF THE PYRAMIDAL TRACTS,"Body Part, Organ, or Organ Component"
DECREASED ACTIVITY OF THE PYRUVATE DEHYDROGENASE (PDH) COMPLEX,Disease or Syndrome
ELONGATED RADIUS WITH HYPOPLASIA OF RADIAL HEAD,"Body Part, Organ, or Organ Component"
ABSENT OSSIFICATION/ABSENCE OF RADIUS,"Body Part, Organ, or Organ Component"
THYROID HORMONE RECEPTOR DEFECT,"Amino Acid, Peptide, or Protein"
RECTOVAGINAL FISTULA,Disease or Syndrome
RECURRENT HAND FLAPPING,Phenomenon or Process
RECURRENT STAPHYLOCOCCAL AND GRAM-NEGATIVE INFECTIONS,Phenomenon or Process
RECURRENT CUTANEOUS AND SYSTEMIC PYOGENIC INFECTIONS,Phenomenon or Process
"ORTHOSTATIC HYPOTENSION, SEVERE, RECURRENT",Phenomenon or Process
RECURRENT UPPER AND LOWER RESPIRATORY TRACT INFECTIONS,Phenomenon or Process
ENHANCEMENT OF THE C-REFLEX,Organ or Tissue Function
BABINSKI SIGN,Finding
ABNORMALITY OF THE RENAL ARTERY,"Body Part, Organ, or Organ Component"
INTERMITTENT EPISODES OF RESPIRATORY INSUFFICIENCY DUE TO MUSCLE WEAKNESS,Pathologic Function
ABNORMALITY OF RETINAL ARTERIES,"Body Part, Organ, or Organ Component"
RETINOPATHY,Disease or Syndrome
CONGENITAL HYPERTROPHY OF RETINAL PIGMENT EPITHELIUM,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE RETINAL PIGMENT EPITHELIUM,Biologically Active Substance
TORTUOSITY OF MAIN RETINAL VESSELS,"Body Part, Organ, or Organ Component"
ATTENUATION OF RETINAL BLOOD VESSELS,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE RETINAL VASCULATURE,Organic Chemical
ABNORMALITY OF RETINAL ARTERIES,Organic Chemical
TAPETORETINAL DEGENERATION,Disease or Syndrome
CONE-ROD DYSTROPHY,Disease or Syndrome
RETROPERITONEAL CHEMODECTOMAS,Body Space or Junction
RHABDOMYOLYSIS,Pathologic Function
RHABDOMYOMA,Neoplastic Process
"FLARED, IRREGULAR RIB ENDS","Body Part, Organ, or Organ Component"
INCREASED RISK OF COLORECTAL CANCER,Qualitative Concept
INCREASED RISK OF PANCREATIC CANCER,Qualitative Concept
PREMATURE BIRTH FOLLOWING PREMATURE RUPTURE OF FETAL MEMBRANES,Injury or Poisoning
"HYPERTROPHIC ICHTHYOSIS, ESP SCALP, EARS, NECK AND FLEXURES","Body Part, Organ, or Organ Component"
"CONGENITAL, UPWARD DISPLACEMENT OF THE SCAPULA","Body Part, Organ, or Organ Component"
ABNORMALITY OF THE SCAPULAE,"Body Part, Organ, or Organ Component"
CALF MUSCLE PSEUDOHYPERTROPHY,Disease or Syndrome
"JOINT CONTRACTURES, ONSET SCHOOL AGE",Manufactured Object
ANOMALOUS PULMONARY VENOUS RETURN,Congenital Abnormality
ABNORMALITY OF THE SCLERA,"Body Part, Organ, or Organ Component"
PATCHY SCLEROSIS OF THE DISTAL PHALANX OF THE 4TH FINGER,Pathologic Function
PATCHY SCLEROSIS OF THE DISTAL PHALANX OF THE THUMB,Pathologic Function
PATCHY SCLEROSIS OF THE MIDDLE PHALANX OF THE 2ND FINGER,Pathologic Function
PATCHY SCLEROSIS OF THE DISTAL PHALANX OF THE 2ND TOE,Pathologic Function
PATCHY SCLEROSIS OF THE DISTAL PHALANGES OF THE HAND,Pathologic Function
PATCHY SCLEROSIS OF THE MIDDLE PHALANX OF THE 5TH FINGER,Pathologic Function
PATCHY SCLEROSIS OF THE PHALANGES OF THE HAND,Pathologic Function
PATCHY SCLEROSIS OF THE PHALANGES OF THE HALLUX,Pathologic Function
"WIDENED, IRREGULAR, SCLEROTIC METAPHYSES",Pathologic Function
MIXED SCLEROSIS OF HUMERAL METAPHYSES,Pathologic Function
SCLEROTIC FOCI OF HUMERAL DIAPHYSIS,Pathologic Function
PATCHY SCLEROSIS OF RADIAL DIAPHYSIS,Pathologic Function
SCLEROSIS OF HAND BONES WITH TRANSVERSE STRIATIONS,Pathologic Function
PATCHY SCLEROSIS OF HAND BONES,Pathologic Function
"IRREGULAR, FLARED METAPHYSES WITH STREAKY SCLEROSIS",Pathologic Function
SCLEROSIS WITH TRANSVERSE STRIATIONS IN METAPHYSES OF THE UPPER LIMBS,Pathologic Function
PROGRESSIVE VISUAL FIELD DEFECTS,Disease or Syndrome
PERIPHERAL VISUAL FIELD LOSS,Disease or Syndrome
ABNORMALITY OF THE SCROTUM,"Body Part, Organ, or Organ Component"
"SEIZURES, PARTIAL, OFTEN HEMIFACIAL",Sign or Symptom
"SEIZURES, TONIC-CLONIC, PHOTOSENSITIVE",Sign or Symptom
APNEA DURING SEIZURE SPELLS,Sign or Symptom
SEIZURES OFTEN BEGIN WITH HEAD AND EYE DEVIATION,Sign or Symptom
SEIZURES USUALLY LAST LESS THAN 15 MINUTES,Sign or Symptom
SEIZURES DUE TO HYPOCALCEMIA,Sign or Symptom
J-SHAPED SELLA TURCICA,Body Location or Region
ABNORMALITY OF THE SELLA TURCICA,Body Location or Region
ABSENCE OF THE SEPTUM PELLUCIDUM WITH FUSION OF THALAMI,"Body Part, Organ, or Organ Component"
NO SECONDARY SEXUAL CHARACTERISTICS AT PUBERTY,Behavior
ABNORMALITY OF SECONDARY SEXUAL HAIR,Behavior
ABNORMALITY OF THE SHOULDER GIRDLE MUSCULATURE,Body Location or Region
SINGLE BRAIN VENTRICLE,Population Group
ACCELERATED SKELETAL MATURATION,Body System
SEVERE SKELETAL DYSPLASIA,Body System
MARKED DELAY IN BONE AGE,Body System
NEOPLASIA OF THE SKIN,Neoplastic Process
RETICULATED SKIN PIGMENTATION,Organ or Tissue Function
EXCESSIVE WRINKLED SKIN (PALMS AND SOLES),Finding
PERIORBITAL WRINKLES,Finding
PERIORBITAL WRINKLES,Finding
ABNORMALITY OF SKULL SHAPE,"Body Part, Organ, or Organ Component"
ABNORMALITY OF SKULL SIZE,"Body Part, Organ, or Organ Component"
CONJUNCTIVAL WHITISH 'SALT-LIKE' DEPOSITS,Pharmacologic Substance
GROWTH HORMONE AND PITUITARY ABNORMALITY,Hormone
GRAMMAR-SPECIFIC SPEECH DISORDER,Disease or Syndrome
ABNORMALITY OF THE SPINAL MENINGES,"Body Part, Organ, or Organ Component"
APLASIA/HYPOPLASIA OF THE SPLEEN,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE SPLEEN,"Body Part, Organ, or Organ Component"
SPONDYLOEPIPHYSEAL DYSPLASIA,Disease or Syndrome
STAPES ANKYLOSIS,"Body Part, Organ, or Organ Component"
"STEREOTYPED, REPETITIVE BEHAVIOUR",Mental or Behavioral Dysfunction
CEREBROVASCULAR ACCIDENT,Disease or Syndrome
SUBARACHNOID HEMORRHAGE,Disease or Syndrome
ABNORMALITY OF THE SUBMANDIBULAR GLANDS,"Body Part, Organ, or Organ Component"
DECREASED SWEAT GLANDS,"Body Part, Organ, or Organ Component"
DIAPHORESIS,Finding
'BULGING' OF THE COSTOCHONDRAL JUNCTION,Finding
SYMPHALANGISM AFFECTING THE MIDDLE PHALANX OF THE 4TH FINGER,Congenital Abnormality
SYMPHALANGISM OF THE DISTAL AND PROXIMAL PHALANGES OF THE THUMB,Congenital Abnormality
SYMPHALANGISM OF THE DISTAL AND MIDDLE PHALANGES OF THE 3RD FINGER,Congenital Abnormality
SYMPHALANGISM AFFECTING THE PHALANGES OF THE 5TH TOE,Congenital Abnormality
SYMPHALANGISM AFFECTING THE MIDDLE PHALANGES OF THE HAND,Congenital Abnormality
SYMPHALANGISM AFFECTING THE PROXIMAL PHALANGES OF THE TOES,Congenital Abnormality
SYMPHALANGISM AFFECTING THE PROXIMAL PHALANX OF THE HALLUX,Congenital Abnormality
"SYMPHALANGISM, PROXIMAL AND DISTAL",Congenital Abnormality
"SOFT TISSUE SYNDACTYLY OF TOES 2, 3, AND 4",Congenital Abnormality
TOE SYNDACTYLY,Congenital Abnormality
SCAPULOPERONEAL WEAKNESS,Disease or Syndrome
SYNOSTOSIS INVOLVING TARSAL BONES,Congenital Abnormality
ABNORMAL OSSIFICATION OF TARSAL BONES,"Body Part, Organ, or Organ Component"
ATROPHY OF ANKLE AND TOE EXTENSOR MUSCLES,"Body Part, Organ, or Organ Component"
TELANGIECTASES PRODUCING 'MARBLED' SKIN,Disease or Syndrome
TELANGIECTASIA OF EXTENSOR SURFACES,Disease or Syndrome
ABNORMALITY OF THE TEMPORAL BONE,"Body Part, Organ, or Organ Component"
FUSION OF THE LEFT AND RIGHT THALAMI,"Body Part, Organ, or Organ Component"
MEGALOBLASTIC ANEMIA RESPONSIVE ONLY TO THIAMINE,Pharmacologic Substance
ABNORMALITY OF THE THIGH,Body Location or Region
GLANZMANN THROMBASTHENIA,Disease or Syndrome
SEVERE THROMBOCYTOPENIA,Disease or Syndrome
RECURRENT THROMBOEMBOLIC DISEASE,Disease or Syndrome
THROMBOPHLEBITIS,Disease or Syndrome
TRIANGULAR EPIPHYSES OF THE THUMB,"Body Part, Organ, or Organ Component"
ABNORMALITY OF THE EPIPHYSES OF THE THUMB,"Body Part, Organ, or Organ Component"
ABSENT EPIPHYSIS OF THE PROXIMAL PHALANX OF THE THUMB,"Body Part, Organ, or Organ Component"
FRAGMENTATION OF THE EPIPHYSIS OF THE PROXIMAL PHALANX OF THE THUMB,"Body Part, Organ, or Organ Component"
SMALL EPIPHYSIS OF THE DISTAL PHALANX OF THE THUMB,"Body Part, Organ, or Organ Component"
CURVED DISTAL PHALANX OF THE THUMB,"Body Part, Organ, or Organ Component"
TRIANGULAR SHAPED PROXIMAL PHALANX OF THE THUMB,"Body Part, Organ, or Organ Component"
SYMPHALANGISM OF THE DISTAL AND PROXIMAL PHALANGES OF THE THUMB,"Body Part, Organ, or Organ Component"
CURVED PROXIMAL PHALANX OF THE THUMB,"Body Part, Organ, or Organ Component"
APLASIA OF THE PHALANGES OF THE THUMB,"Body Part, Organ, or Organ Component"
CURVED PHALANGES OF THE THUMB,"Body Part, Organ, or Organ Component"
BULLET-SHAPED PHALANGES OF THE THUMB,"Body Part, Organ, or Organ Component"
BIFID DISTAL PHALANX OF THE THUMB,"Body Part, Organ, or Organ Component"
DUPLICATED DISTAL PHALANX OF THE THUMB,"Body Part, Organ, or Organ Component"
